Branch
% PTDF From ,% PTDF To ,From Number,To Number
-1.47,1.48,23315,23405
-0.15,0.15,23315,23471
0.26,-0.26,23315,25004
0.48,-0.49,23315,25009
0.16,-0.16,23315,25998
0.72,-0.72,23315,26131
-0.08,0.08,23319,23346
-0.02,0.02,23319,23353
-0.08,0.08,23319,23406
0.01,-0.01,23319,23436
0.04,-0.04,23319,23482
0.02,-0.02,23319,23487
0.00,-0.00,23321,23372
0.00,-0.00,23322,23372
0.00,-0.00,23324,23372
0.00,-0.00,23325,23372
0.00,-0.00,23326,23372
-0.18,0.18,23329,23405
5.96,-5.94,23329,25009
-0.00,0.00,23331,23333
-0.00,0.00,23331,23335
0.00,-0.00,23331,23385
-0.04,0.04,23335,28718
-0.04,0.04,28814,23335
0.00,-0.00,23337,23363
0.11,-0.11,23338,23347
-0.26,0.26,23338,23500
-1.86,1.86,23340,23344
1.86,-1.86,23340,23421
1.87,-1.86,23389,23344
1.19,-1.19,23346,23345
-1.31,1.32,23345,23436
-0.05,0.05,23346,23353
0.06,-0.06,23346,23366
-0.00,0.00,23346,23372
-0.82,0.82,23346,23406
0.01,-0.01,23346,23413
-0.04,0.04,23346,23441
-0.07,0.07,23346,23495
0.36,-0.35,23347,23495
0.01,-0.01,23347,23501
0.01,-0.01,23348,23351
0.00,-0.00,23348,23352
0.01,-0.01,23348,23354
-0.08,0.08,23348,23403
-0.64,0.64,23348,23421
0.38,-0.39,23348,23443
0.04,-0.04,23348,23451
-0.36,0.36,23348,23473
1.12,-1.14,23348,23501
0.01,-0.01,23351,23451
-0.08,0.08,23353,23372
0.32,-0.32,23353,23493
0.53,-0.53,23354,23358
-0.03,0.03,23361,23366
-0.07,0.07,23363,23391
0.06,-0.06,23363,23413
0.35,-0.35,23366,23365
-0.00,0.00,23366,23368
-0.00,0.00,23366,23399
-0.00,0.00,23366,23400
-0.00,-0.00,23366,23401
0.04,-0.04,23366,23438
-0.52,0.52,23366,23449
-0.04,0.04,23372,23406
0.07,-0.07,23372,23409
-0.00,0.00,23372,23459
-0.00,0.00,23372,23462
-0.00,0.00,23372,23463
6.71,-6.72,23375,23374
0.00,-0.00,23374,23377
0.00,-0.00,23374,23379
-0.00,0.00,23374,23380
-0.00,0.00,23374,23381
-0.00,0.00,23374,23382
-0.00,0.00,23374,23383
0.00,-0.00,23374,23384
0.02,-0.02,23385,25774
0.02,-0.02,23385,25869
0.01,-0.01,23385,26110
-0.04,0.04,23385,28759
0.01,-0.01,23385,28869
0.30,-0.29,23386,23422
-0.13,0.13,23386,23449
-0.17,0.17,23386,23499
0.53,-0.53,23390,23389
1.34,-1.34,23432,23389
0.00,-0.00,23391,23393
-0.07,0.07,23391,23394
-0.07,0.07,23394,23493
-0.08,0.08,23403,23421
-0.50,0.51,23405,23449
0.15,-0.15,23405,23471
0.31,-0.31,23405,25009
-1.04,1.04,23406,23408
0.05,-0.05,23406,23441
-0.16,0.16,23406,23495
-0.00,0.00,23409,23411
1.51,-1.51,23409,23493
-0.34,0.34,23412,23413
0.00,-0.00,23412,23417
0.00,-0.00,23412,23418
0.00,-0.00,23412,23419
0.17,-0.18,23412,23420
0.17,-0.18,23412,23420
0.32,-0.33,23488,23413
-29.69,30.02,25864,23420
-29.65,29.85,23420,30387
0.22,-0.23,23421,23443
0.56,-0.57,23421,23473
0.05,-0.05,23422,23426
0.13,-0.13,23422,23438
-0.35,0.35,23422,23449
-0.24,0.24,23422,23499
0.51,-0.52,23422,26143
0.23,-0.22,23423,23441
-0.10,0.10,23423,23451
-0.40,0.40,23425,23426
0.40,-0.40,23425,23429
0.00,-0.00,23425,23430
-0.06,0.06,23426,23438
0.16,-0.16,23426,25943
-7.74,7.75,23432,23431
0.00,-0.00,23431,23434
-0.00,0.00,23431,23435
1.40,-1.40,23488,23436
0.25,-0.26,23438,26143
0.60,-0.60,23441,23449
6.29,-6.30,23443,23442
0.00,-0.00,23442,23445
0.00,-0.00,23442,23446
0.00,-0.00,23442,23447
6.30,-6.30,23442,23448
-0.01,0.01,23443,23451
0.02,-0.02,23443,23501
-26.83,26.86,23448,23457
-0.39,0.39,23449,23495
-0.22,0.22,23449,23499
-0.09,0.09,23449,23499
-0.41,0.41,23449,23501
-3.34,3.34,23451,23450
-0.00,0.00,23450,23453
0.00,-0.00,23450,23454
0.00,-0.00,23450,23455
-3.34,3.34,23450,23457
0.00,0.00,23451,23456
-3.20,3.21,23500,23451
-0.00,0.00,23473,23477
0.00,0.00,23473,23478
-0.00,0.00,23473,23479
0.00,-0.00,23482,23484
0.00,-0.00,23482,23485
-0.03,0.03,23482,23488
-1.76,1.76,23488,23493
0.54,-0.55,23495,23499
-0.73,0.74,23495,23501
-0.16,0.16,23499,23501
-0.32,0.33,23501,23500
-0.00,0.00,23500,23503
0.25,-0.25,23505,23506
-0.00,0.00,23505,23510
0.00,-0.00,23505,23511
0.00,-0.00,23505,23512
-0.25,0.25,23505,23514
0.00,0.00,23505,23515
0.92,-0.91,23506,28759
0.03,-0.03,23506,28759
0.01,-0.01,23506,28890
-0.01,0.01,23506,29073
-0.65,0.65,23506,30125
-0.01,0.01,23506,30323
-0.02,0.02,23506,30327
-0.01,0.01,23506,30434
3.00,-3.00,23514,28758
-3.26,3.26,23514,30399
-6.74,6.74,25004,25009
-2.80,2.81,25030,25004
0.17,-0.17,25004,26131
3.92,-3.94,25004,26136
0.11,-0.11,25004,26143
-2.80,2.82,25048,25030
0.04,-0.04,25030,25982
0.03,-0.03,25030,26049
0.00,-0.00,25030,26131
0.17,-0.17,26136,25030
0.10,-0.09,25030,26185
2.78,-2.77,25048,25059
0.06,-0.06,25048,25982
-0.00,0.00,25048,25998
-0.03,0.03,25048,26131
0.00,-0.00,25048,26185
-3.05,3.06,25064,25059
0.19,-0.19,25059,25064
0.09,-0.09,25059,25103
0.05,-0.04,25059,25840
0.94,-0.92,25848,25059
-0.02,0.02,25059,25881
-0.12,0.12,25059,25982
0.43,-0.42,25059,26006
0.06,-0.06,25059,26036
-0.00,0.00,25059,26071
0.02,-0.02,25064,25840
3.12,-3.11,25064,26005
0.13,-0.13,25064,26006
2.33,-2.33,25103,25156
-0.00,0.00,25103,25825
-0.00,0.00,25103,25840
-0.01,0.01,25103,25902
-0.05,0.05,25103,25918
-1.42,1.43,25103,26005
-0.02,0.02,25103,26006
0.07,-0.07,25103,26026
-0.75,0.76,25103,26036
0.00,-0.00,25108,25110
1.39,-1.39,25138,25108
0.01,-0.01,25108,25844
-0.25,0.25,25108,25915
-0.39,0.39,25108,26009
-0.22,0.22,25108,26034
2.08,-2.09,25108,26153
0.16,-0.16,25108,26153
0.02,-0.02,25108,26230
-5.90,5.91,25142,25138
0.25,-0.25,25168,25138
-0.25,0.25,25138,25890
-6.79,6.79,25138,26057
-0.07,0.07,25142,25890
6.42,-6.40,25142,25902
-0.19,0.19,25142,25918
-0.05,0.05,25142,26009
-0.19,0.19,25142,26049
-0.04,0.04,25142,26054
0.04,-0.04,25142,26071
2.26,-2.26,25156,25196
-0.04,0.04,25156,25840
-0.10,0.10,25156,26006
0.23,-0.22,25156,26026
0.01,-0.01,25156,26029
-0.24,0.24,25168,25890
0.00,-0.00,25184,25186
-1.13,1.13,25196,25184
-0.02,0.02,25199,25184
-2.40,2.42,25184,25902
0.00,-0.00,25184,25944
-0.04,0.04,25184,26006
0.05,-0.05,25184,26026
0.01,-0.01,25184,26083
0.19,-0.18,25184,26105
1.06,-1.06,25184,26195
-0.08,0.08,25194,25196
-0.13,0.13,25194,26006
0.10,-0.10,25194,26026
0.01,-0.01,25194,26083
0.15,-0.15,25194,26105
3.38,-3.37,25196,25483
-0.06,0.07,25196,26195
-0.02,0.02,25197,25199
-0.14,0.14,25197,26006
0.06,-0.05,25197,26026
0.14,-0.14,25197,26105
-0.00,0.00,25266,25268
8.93,-8.96,25266,25334
-3.68,3.67,25266,25475
-0.01,0.01,25266,25916
-0.03,0.03,25266,25985
-0.03,0.03,25266,26000
-0.54,0.53,25266,26026
-0.06,0.06,25266,26029
-0.02,0.02,25266,26105
-4.53,4.55,25266,26126
-0.00,0.00,25287,25289
-7.23,7.21,25287,25489
-0.09,0.09,25287,25916
-0.02,0.02,25287,25985
-0.14,0.14,25287,26026
-0.01,0.01,25287,26044
-46.12,45.99,26059,25287
-2.99,3.00,25287,26104
25.35,-25.34,26126,25287
-10.12,10.10,25287,26237
-0.03,0.03,25287,26238
-0.01,0.01,25302,25857
0.01,-0.01,25302,26000
0.01,-0.01,25302,26026
0.02,-0.02,25302,26029
-0.02,0.02,25302,26080
-0.02,0.02,25302,26213
14.90,-14.91,25309,25334
-0.60,0.59,25309,25916
-0.07,0.07,25309,25935
-0.25,0.25,25309,25985
-6.38,6.43,25309,25990
-0.07,0.07,25309,25991
-0.17,0.17,25309,26026
-0.02,0.02,25309,26044
-6.64,6.65,25309,26104
-0.57,0.56,25309,26238
1.60,-1.61,25332,25334
-0.00,0.00,25332,25335
-0.00,0.00,25332,25336
-0.26,0.26,25332,25944
-0.08,0.08,25332,26006
-0.20,0.20,25332,26026
-1.02,1.01,25332,26105
-44.21,44.16,26059,25334
-8.33,8.39,25334,26083
-10.35,10.41,25334,26195
0.00,-0.00,25401,25403
-1.57,1.57,25463,25401
0.02,-0.02,25401,25916
-1.63,1.63,25401,25919
0.02,-0.02,25401,25985
0.02,-0.02,25401,26000
0.04,-0.04,25401,26026
-0.00,0.00,25401,26029
-0.02,0.02,25401,26080
-0.21,0.21,25425,25427
0.00,-0.00,25425,25428
0.12,-0.12,25425,25916
-0.01,0.01,25425,25985
-0.01,0.01,25425,26000
-0.00,0.00,25425,26026
-0.01,0.01,25425,26029
0.05,-0.05,25425,26044
0.08,-0.08,25425,26238
-2.91,2.91,25427,25674
-0.19,0.19,25999,25427
0.17,-0.17,25427,26126
-2.35,2.35,26237,25427
-0.00,0.00,25437,25439
0.06,-0.06,25437,25440
0.00,0.00,25437,25441
-0.00,0.00,25437,26000
0.00,-0.00,25437,26026
-0.02,0.02,25437,26029
-0.04,0.04,25437,26080
0.69,-0.69,25575,25440
0.75,-0.75,25440,26126
0.00,-0.00,25458,25462
-0.04,0.04,25458,25463
-0.00,0.00,25458,25464
0.02,-0.02,25458,25916
0.01,-0.01,25458,25985
0.02,-0.02,25458,26000
0.03,-0.03,25458,26026
-0.02,0.02,25458,26029
-0.02,0.02,25458,26080
1.53,-1.54,25463,26126
0.58,-0.59,25473,25475
-0.03,0.03,25473,25857
-0.25,0.25,25473,26000
0.00,-0.00,25473,26026
-0.07,0.07,25473,26029
-0.22,0.21,25473,26080
2.69,-2.69,25575,25475
-0.40,0.40,25475,25999
0.06,-0.06,25481,25483
0.02,-0.02,25481,25916
-0.01,0.01,25481,26000
0.01,-0.01,25481,26026
-0.05,0.05,25481,26029
-0.02,0.02,25481,26080
0.00,-0.00,25481,26105
0.01,-0.01,25481,26238
-3.43,3.43,25489,25483
0.14,-0.14,25489,25916
-0.05,0.05,25489,25985
-0.05,0.05,25489,26000
-0.05,0.05,25489,26026
-0.03,0.03,25489,26029
0.04,-0.04,25489,26044
-3.71,3.72,25489,26126
0.01,-0.01,25489,26238
0.00,-0.00,25557,25559
2.45,-2.45,25557,25874
1.36,-1.36,25557,26095
0.00,-0.00,25557,26095
0.01,-0.01,25557,28023
-3.81,3.80,25557,28158
-0.00,0.00,25557,28874
0.01,-0.01,25575,26000
3.31,-3.31,26021,25575
-0.03,0.02,25575,26029
-0.04,0.04,25575,26080
-0.21,0.21,25594,25639
3.75,-3.76,25713,25594
-0.02,0.02,25594,25935
0.05,-0.05,25594,25985
2.53,-2.53,25594,25986
-0.01,0.01,25594,25991
-0.12,0.12,25594,26023
-0.15,0.14,25594,26076
1.73,-1.74,25594,26126
0.03,-0.03,25632,25916
-1.95,1.95,25632,25930
0.14,-0.14,25632,25985
0.02,-0.02,25632,26000
0.01,-0.01,25632,26026
-0.00,0.00,25632,26029
1.74,-1.75,25632,26126
0.04,-0.04,25632,26238
0.00,-0.00,25639,25641
0.02,-0.02,25639,25916
-0.06,0.06,25639,25935
0.04,-0.04,25639,25985
0.69,-0.69,25990,25639
-0.03,0.03,25639,25991
-0.02,0.02,25639,26023
-0.02,0.02,25639,26076
0.55,-0.55,25639,26228
0.02,-0.02,25639,26238
2.88,-2.88,25930,25674
0.01,-0.01,25674,26000
-0.02,0.02,25674,26080
-2.01,2.01,25713,25771
-0.01,0.01,25713,25935
0.13,-0.13,25713,25985
0.00,-0.00,25713,25991
-0.06,0.06,25713,26023
-0.02,0.02,25713,26076
-1.75,1.74,25713,28141
0.37,-0.37,25729,25930
2.43,-2.44,25729,25986
-0.08,0.08,25729,26076
-2.63,2.63,25729,28038
-0.06,0.06,25729,28874
-0.01,0.01,25729,29044
-0.20,0.20,25767,25771
-0.00,0.00,25767,25772
0.01,-0.01,25767,25935
0.24,-0.24,25767,25985
0.01,-0.01,25767,25991
-0.04,0.04,25767,26023
-0.00,0.00,25767,26076
-2.12,2.13,25771,25774
0.22,-0.22,25813,25771
0.12,-0.13,25771,25936
-0.00,0.00,25774,25778
-1.94,1.96,25774,25869
0.03,-0.03,25774,25935
0.03,-0.03,25774,25944
0.04,-0.04,25774,25991
0.02,-0.02,25774,26023
-0.01,0.01,25774,26110
-0.09,0.09,25774,28848
-0.16,0.16,25774,28869
-0.01,0.01,25774,28896
-0.01,0.01,25803,26023
0.29,-0.29,25803,28141
-0.09,0.09,25803,28800
-0.04,0.04,25803,28874
-0.14,0.14,25803,29044
0.01,-0.01,25811,25813
0.06,-0.06,25811,25985
-0.06,0.06,25811,26023
0.49,-0.49,25877,25813
0.29,-0.29,25813,26024
0.48,-0.48,25825,25824
0.00,-0.00,25824,25830
-0.00,0.00,25824,25831
2.99,-2.99,26035,25824
3.48,-3.47,25824,26212
0.01,-0.01,25825,25840
0.58,-0.58,26005,25825
0.01,-0.01,25825,26006
0.09,-0.09,25825,26026
0.00,-0.00,25832,25834
-0.07,0.07,25832,25835
-1.41,1.41,25850,25832
-0.01,0.01,25832,25900
-0.02,0.02,25832,25917
-0.01,0.01,25832,25935
-0.01,0.01,25832,25945
-1.29,1.29,25832,25971
0.00,-0.00,25832,25991
0.02,-0.02,25835,25850
-0.11,0.11,25835,25865
0.05,-0.05,25835,25900
-0.07,0.07,25835,25917
0.03,-0.03,25835,25935
0.00,-0.00,25835,25940
-0.01,0.01,25835,25945
-0.00,0.00,25835,25953
-0.14,0.14,25835,25957
0.00,-0.00,25835,25966
-0.00,0.00,25835,25975
0.08,-0.09,25835,25977
0.00,-0.00,25835,25995
-0.00,0.00,25835,26004
0.06,-0.06,25835,26010
0.01,-0.01,25837,26000
-0.01,0.01,25837,26080
-0.00,0.00,25840,25892
-0.00,0.00,25840,26006
0.05,-0.04,25840,26026
-0.00,0.00,25840,26036
-0.01,0.01,25844,25843
-0.00,0.00,25843,25846
-0.01,0.01,25843,25848
0.00,-0.00,25843,25849
0.00,-0.00,25844,25914
-0.04,0.04,25844,26009
0.05,-0.05,25844,26230
-0.95,0.95,25848,26143
-0.00,0.00,25850,25852
-1.07,1.07,25850,25897
-0.02,0.02,25850,25900
-0.01,0.01,25850,25917
-0.08,0.08,25850,25935
0.81,-0.81,25850,25990
0.00,-0.00,25850,25991
1.79,-1.78,25850,26228
-0.00,0.00,25854,25857
-0.00,0.00,25854,25927
0.00,-0.00,25854,26080
-0.02,0.02,25857,25874
-0.03,0.03,25857,25927
0.01,-0.01,25857,25930
-0.04,0.04,25857,25972
-0.05,0.05,25857,25988
0.03,-0.02,25857,26000
0.01,-0.01,25857,26015
0.02,-0.02,25857,26029
0.00,-0.00,25857,26042
0.13,-0.13,25857,26080
-0.00,0.00,25857,26095
-0.03,0.03,25857,26171
0.00,-0.00,25857,26190
0.00,-0.00,25857,26191
-0.00,0.00,25857,28011
-0.02,0.02,25857,28023
-0.00,0.00,25857,28038
-0.02,0.02,25857,28874
-0.00,0.00,25857,29040
-0.00,0.00,25859,25899
-0.00,0.00,26010,25859
0.00,-0.00,26087,25859
-4.69,4.69,25865,25864
-0.00,0.00,25864,25867
-0.00,0.00,25864,25868
-12.08,12.08,25884,25864
12.92,-12.87,25864,26125
0.09,-0.09,25865,25900
0.02,-0.02,25865,25917
0.02,-0.02,25865,25935
1.81,-1.81,25865,25936
2.65,-2.65,25865,25956
-0.00,0.00,25869,25871
-0.00,0.00,25869,25872
-0.01,0.01,25869,28458
-0.37,0.36,25869,28460
-1.47,1.47,25869,28718
-0.02,0.02,25869,28848
-0.07,0.07,25869,28869
0.01,-0.01,25874,25927
0.08,-0.08,25874,25972
0.30,-0.30,25988,25874
0.12,-0.12,25874,26000
-2.18,2.18,26021,25874
0.03,-0.03,25874,26026
0.10,-0.10,25874,26029
0.24,-0.23,25874,26080
-0.01,0.01,25874,26171
-2.15,2.15,25877,25876
-2.15,2.15,25877,25876
-2.15,2.15,25877,25876
-6.44,6.48,25876,25879
4.40,-4.39,25877,25930
-0.04,0.04,25877,26023
0.55,-0.55,25877,26024
-0.07,0.07,26075,25877
0.03,-0.03,25877,26076
0.45,-0.45,25877,28118
0.49,-0.49,25877,29079
1.64,-1.65,25879,26204
-8.12,8.13,25879,28794
-0.02,0.02,25881,25982
-7.33,7.33,25885,25884
7.53,-7.52,25909,25884
12.26,-12.23,25884,26058
3.85,-3.84,25885,25990
-3.16,3.17,26195,25885
0.31,-0.31,25885,26236
-0.00,0.00,25889,25985
0.15,-0.15,25890,25918
-0.00,0.00,25890,25960
0.01,-0.01,25890,25961
-0.01,0.01,25890,25963
-0.01,0.01,25890,25964
-0.01,0.01,25890,25980
-0.06,0.06,25890,26009
-0.09,0.09,25890,26054
-0.00,0.00,25890,26056
-0.21,0.21,25890,26091
-0.14,0.14,25890,26206
-0.00,0.00,25892,26006
0.13,-0.13,25894,25897
0.00,-0.00,25894,25898
0.00,0.00,25894,26047
-0.13,0.13,25894,26091
-0.94,0.94,25897,26010
0.00,-0.00,25899,25935
-0.00,0.00,25899,25977
-0.00,0.00,25899,26087
-0.00,0.00,25899,26112
-0.00,0.00,25899,26234
-0.06,0.06,25900,25917
0.18,-0.18,25900,25935
-0.01,0.01,25900,25945
-0.01,0.01,25900,25975
0.02,-0.02,25900,25991
-0.00,0.00,25900,25995
-0.01,0.01,25900,26004
-1.82,1.82,25902,25901
0.00,-0.00,25901,25904
0.00,-0.00,25901,25905
0.00,0.00,25901,25906
0.00,-0.00,25901,25907
0.00,-0.00,25901,25908
-1.82,1.80,25901,25909
-0.21,0.21,25902,25918
0.01,-0.01,25902,26006
6.00,-5.98,25902,26083
-13.97,14.02,25909,26048
-10.43,10.47,25909,26160
15.07,-15.04,25909,26204
0.00,-0.00,25914,26230
0.42,-0.42,25915,26009
0.74,-0.74,26034,25915
-0.02,0.02,25915,26034
0.05,-0.05,25915,26153
0.06,-0.06,25915,26230
-0.06,0.06,25916,25935
-0.15,0.14,25916,25985
-0.06,0.06,25916,25991
-0.06,0.06,25916,26000
-0.06,0.06,25916,26026
-0.03,0.03,25916,26029
-0.16,0.16,25916,26044
0.93,-0.94,25916,26059
-0.02,0.02,25916,26076
-0.45,0.45,25916,26126
-0.10,0.10,25916,26238
0.04,-0.04,25917,25935
0.01,-0.01,25917,25945
0.07,-0.07,25917,25957
0.11,-0.11,25917,25966
0.00,-0.00,25917,25969
0.01,-0.01,25917,25975
0.02,-0.02,25917,25991
0.01,-0.01,25917,25995
0.01,-0.01,25917,26004
-0.22,0.22,25917,26091
0.00,-0.00,25917,26122
-0.19,0.19,25917,26206
-0.02,0.02,25918,25961
-0.03,0.03,25918,25963
-0.03,0.03,25918,25964
-0.03,0.04,25918,25980
0.06,-0.05,25918,26006
-0.11,0.12,25918,26009
-0.10,0.10,25918,26054
0.07,-0.07,25918,26071
-0.08,0.08,25918,26091
0.01,-0.01,25918,26219
0.00,-0.00,25919,25923
0.00,-0.00,25919,25924
0.00,-0.00,25919,25925
0.00,0.00,25919,25926
0.01,-0.01,25919,26000
0.02,-0.02,25919,26026
0.04,-0.04,25919,26029
-0.01,0.01,25919,26080
-1.70,1.70,25919,26213
-0.04,0.04,25927,25972
-0.05,0.05,25927,25988
0.01,-0.01,25927,26000
0.00,-0.00,25927,26015
0.01,-0.01,25927,26029
0.00,-0.00,25927,26042
0.05,-0.05,25927,26080
-0.01,0.01,25927,26171
0.00,-0.00,25927,26190
-0.00,0.00,25927,28023
0.00,-0.00,25930,25932
0.05,-0.05,25930,26000
0.00,-0.00,25930,26029
-0.05,0.05,25930,26080
-0.03,0.03,25930,26171
-0.11,0.11,25935,25934
-0.11,0.11,25934,25936
0.02,-0.02,25935,25944
-0.00,0.00,25935,25945
-0.02,0.02,25935,25957
-0.01,0.01,25935,25966
-0.06,0.06,25935,25977
0.08,-0.08,25935,25985
0.15,-0.15,25935,25991
-0.00,0.00,25935,25995
-0.02,0.01,25935,26023
-0.01,0.01,25935,26076
-0.00,0.00,25935,26087
-0.05,0.05,25935,26112
0.03,-0.03,25935,26150
-0.01,0.01,25935,26210
-0.01,0.01,25935,26234
-0.01,0.01,25935,26236
0.06,-0.06,25935,26238
2.39,-2.39,25936,25990
0.57,-0.57,26118,25936
0.01,-0.01,25938,25985
0.02,-0.01,25938,26000
0.02,-0.02,25938,26026
-0.02,0.02,25938,26029
-0.03,0.03,25938,26080
0.00,-0.00,25940,25977
1.13,-1.14,25943,26034
0.00,-0.00,25944,25991
0.06,-0.05,25944,26026
0.10,-0.10,25944,26105
-0.07,0.07,25944,26150
0.00,-0.00,25944,26195
-0.27,0.27,25944,26236
-0.00,0.00,25945,25947
-0.00,0.00,25945,25948
0.00,-0.00,25945,25950
0.00,-0.00,25945,25951
0.00,-0.00,25945,25954
-0.02,0.02,25945,25956
1.14,-1.14,25956,25971
-1.50,1.49,26118,25956
0.05,-0.05,25957,25966
-0.00,0.00,25957,25969
0.01,-0.01,25957,25991
-0.14,0.14,25957,26091
-0.00,0.00,25957,26122
-0.00,0.00,25960,26009
-0.01,0.01,25961,26009
-0.00,0.00,25963,26009
-0.03,0.03,25963,26091
-0.00,0.00,25964,26009
-0.03,0.03,25964,26091
0.00,0.00,25966,25968
0.15,-0.15,25966,25971
0.01,-0.01,25977,26010
0.01,-0.01,25977,26087
-0.01,0.01,25977,26112
0.01,-0.01,25977,26210
0.01,-0.01,25977,26234
-0.01,0.01,25980,26009
-0.04,0.04,25980,26091
-0.00,0.00,25982,25998
-0.03,0.03,25982,26131
0.00,-0.00,25982,26167
0.00,-0.00,25982,26185
-0.15,0.15,25985,25984
-0.15,0.15,25984,25986
-0.04,0.04,25985,25991
-0.03,0.03,25985,26000
-0.15,0.15,25985,26023
0.01,-0.01,25985,26026
-0.02,0.03,25985,26029
0.04,-0.04,25985,26044
0.17,-0.18,25985,26059
-0.04,0.04,25985,26076
0.62,-0.63,25985,26238
-0.13,0.13,25985,28217
1.13,-1.14,25986,26126
3.69,-3.70,25986,26237
-0.37,0.37,25988,25987
-0.37,0.37,25988,25987
-1.21,1.21,26014,25987
-0.31,0.31,25987,26103
-1.64,1.64,25987,26212
0.04,-0.04,25988,26000
0.04,-0.04,25988,26029
0.28,-0.27,25988,26080
-0.00,0.00,25988,26171
-0.09,0.09,25990,25991
-0.01,0.01,25991,26023
-0.03,0.03,25991,26076
0.05,-0.05,25991,26238
-0.08,0.09,25998,26131
0.18,-0.18,25998,26161
0.07,-0.07,25998,26185
-0.24,0.23,25999,26000
0.02,-0.03,25999,26126
-0.03,0.03,26000,26015
0.02,-0.02,26000,26026
-0.06,0.06,26000,26029
0.02,-0.02,26000,26044
-0.17,0.18,26000,26080
-0.02,0.02,26000,26213
0.03,-0.03,26000,26238
-0.04,0.04,26000,28023
0.23,-0.23,26005,26006
-0.88,0.88,26036,26005
0.21,-0.21,26006,26026
-0.01,0.01,26006,26036
-0.04,0.05,26006,26071
0.12,-0.13,26006,26083
0.16,-0.16,26006,26105
0.04,-0.04,26006,26195
-0.09,0.09,26009,26034
-0.14,0.14,26009,26054
0.00,-0.00,26009,26056
-0.11,0.11,26009,26091
0.08,-0.08,26009,26153
0.09,-0.09,26009,26230
-0.00,0.00,26010,26012
-0.87,0.87,26010,26118
-1.20,1.21,26015,26014
0.00,-0.00,26014,26017
0.00,-0.00,26014,26018
0.00,0.00,26014,26019
-0.00,0.00,26014,26020
1.14,-1.14,26015,26021
0.01,-0.01,26015,26026
0.07,-0.07,26015,26029
-0.02,0.02,26015,26080
0.43,-0.44,26023,26022
0.44,-0.44,26022,26024
0.00,-0.00,26022,26025
0.16,-0.16,26023,26076
0.15,-0.15,26023,28141
-0.83,0.85,26023,28217
-0.06,0.06,26023,28795
-0.05,0.05,26023,28800
-0.20,0.21,26023,28848
0.01,-0.01,26023,28874
-0.08,0.08,26023,28896
-0.04,0.04,26023,28998
0.00,-0.00,26023,29044
1.27,-1.27,26024,28141
-0.08,0.08,26026,26029
0.01,-0.01,26026,26044
0.14,-0.14,26026,26059
-0.02,0.03,26026,26080
-0.00,0.00,26026,26083
0.05,-0.05,26026,26105
-0.03,0.03,26026,26195
-0.03,0.03,26026,26213
0.02,-0.02,26026,26238
0.00,-0.00,26029,26030
0.00,-0.00,26029,26031
-0.08,0.08,26029,26080
-0.00,0.00,26029,26141
-0.07,0.07,26029,26213
-0.01,0.01,26029,28023
0.04,-0.04,26034,26153
0.05,-0.05,26034,26230
0.19,-0.19,26036,26035
-0.00,0.00,26035,26038
0.00,-0.00,26035,26039
-0.00,0.00,26035,26040
6.71,-6.69,26035,26125
-9.51,9.56,26035,26152
0.00,-0.00,26042,26080
-0.00,0.00,26044,26238
-1.94,1.94,26049,26048
0.00,-0.00,26048,26052
-0.00,0.00,26048,26053
15.06,-15.07,26048,26160
13.79,-13.73,26048,26204
2.36,-2.35,26049,26071
0.44,-0.44,26167,26049
-0.13,0.13,26049,26185
-0.23,0.23,26054,26057
-0.08,0.08,26054,26091
-7.02,7.03,26057,26090
-20.02,20.04,26059,26058
0.00,-0.00,26058,26061
0.00,0.00,26058,26063
-0.00,0.00,26058,26064
3.16,-3.15,26058,26125
10.98,-10.96,26204,26058
-0.45,0.44,26059,26238
-0.00,-0.00,26069,26080
0.00,-0.00,26071,26073
-2.64,2.64,26071,26153
5.08,-5.03,26071,26195
-0.01,0.01,26071,26219
-0.07,0.07,26076,26075
-0.00,0.00,26075,26077
0.00,-0.00,26076,26171
0.00,-0.00,26076,28023
0.02,-0.02,26076,28141
-0.08,0.08,26076,28217
-0.01,0.01,26076,28874
0.00,-0.00,26080,26141
-0.02,0.03,26080,26171
-0.00,0.00,26080,26190
-0.00,0.00,26080,26191
0.01,-0.01,26080,26213
-0.05,0.05,26080,28023
-0.01,0.01,26080,28874
-0.00,0.00,26083,26086
0.02,-0.02,26083,26105
-2.26,2.26,26083,26195
-0.01,0.01,26083,26195
0.00,-0.00,26087,26089
-0.59,0.59,26091,26090
-0.33,0.33,26091,26206
0.00,-0.00,26093,28869
0.07,-0.07,26095,26094
0.07,-0.07,26095,26094
0.07,-0.07,26095,26094
0.00,-0.00,26094,26097
0.00,0.00,26094,26098
0.00,0.00,26094,26099
0.00,0.00,26094,26100
0.00,0.00,26094,26101
0.22,-0.22,26094,26103
0.37,-0.37,26095,26184
0.22,-0.22,26095,28011
0.60,-0.60,26095,28023
0.00,-0.00,26095,28023
-0.04,0.04,26095,28049
-0.01,0.01,26095,28874
-0.10,0.10,26103,29039
0.17,-0.17,26105,26104
-4.37,4.38,26104,26195
5.13,-5.12,26228,26104
-0.12,0.12,26105,26195
-0.00,0.00,26105,26208
-0.19,0.19,26105,26220
-0.00,0.00,26110,28869
0.00,-0.00,26112,26116
0.00,-0.00,26112,26117
-0.06,0.06,26112,26118
-6.42,6.43,26126,26125
-5.94,5.94,26126,26125
